Data;Valor;Descrição
17/09/2018;43.772,88;Decrição produto 8456
13/01/2019;2.745,91;Decrição produto 8547
30/05/2019;36.737,95;Decrição produto 5100
03/09/2018;99.475,84;Decrição produto 8296
20/11/2018;67.965,57;Decrição produto 4996
09/11/2018;34.209,0;Decrição produto 5881
02/10/2018;46.226,72;Decrição produto 7019
15/10/2018;22.426,82;Decrição produto 7904
30/07/2019;4.155,88;Decrição produto 5428
15/03/2019;52.983,59;Decrição produto 1706
03/01/2019;7.150,5;Decrição produto 1555
28/11/2018;40.167,70;Decrição produto 8679
18/01/2019;19.997,43;Decrição produto 0470
19/06/2018;12.569,40;Decrição produto 4511
08/12/2018;78.468,76;Decrição produto 2935
16/09/2018;18.477,74;Decrição produto 9499
21/05/2018;7.281,41;Decrição produto 0033
14/09/2018;36.284,23;Decrição produto 5950
30/08/2018;91.566,44;Decrição produto 9280
18/12/2018;84.585,88;Decrição produto 1735
24/10/2018;78.679,33;Decrição produto 8662
05/09/2018;78.572,21;Decrição produto 5438
26/09/2018;74.320,88;Decrição produto 2072
12/09/2018;58.712,64;Decrição produto 1916
05/09/2018;67.328,96;Decrição produto 6612
06/05/2019;12.446,13;Decrição produto 2323
15/03/2019;98.943,10;Decrição produto 2570
30/09/2018;19.883,84;Decrição produto 2852
21/09/2018;59.460,73;Decrição produto 5830
29/06/2018;9.245,46;Decrição produto 4311
08/06/2019;24.845,19;Decrição produto 0581
30/12/2018;26.120,51;Decrição produto 4025
11/03/2019;70.614,19;Decrição produto 0669
28/01/2019;60.420,43;Decrição produto 3164
24/07/2019;35.763,9;Decrição produto 4141
21/06/2018;10.960,27;Decrição produto 9660
19/05/2018;49.282,78;Decrição produto 7301
29/06/2018;32.136,17;Decrição produto 5902
29/09/2018;76.186,69;Decrição produto 9791
25/04/2019;54.862,31;Decrição produto 0847
30/08/2018;82.437,5;Decrição produto 9006
15/05/2019;70.644,97;Decrição produto 8321
23/06/2019;95.134,54;Decrição produto 1066
13/05/2018;21.716,17;Decrição produto 5532
05/09/2019;91.217,42;Decrição produto 5681
12/11/2018;90.883,86;Decrição produto 6937
19/11/2018;14.161,12;Decrição produto 5810
25/08/2018;21.466,12;Decrição produto 7191
13/05/2019;94.964,75;Decrição produto 6684
27/06/2018;5.695,65;Decrição produto 4091
06/06/2019;87.765,98;Decrição produto 5368
12/07/2019;65.365,59;Decrição produto 5308
19/09/2018;71.847,28;Decrição produto 8497
07/02/2019;50.247,54;Decrição produto 8258
21/03/2019;59.460,98;Decrição produto 9268
26/10/2018;88.220,63;Decrição produto 4464
25/09/2018;10.618,35;Decrição produto 9568
04/02/2019;82.456,23;Decrição produto 1893
18/07/2018;81.498,49;Decrição produto 9566
04/08/2019;70.614,57;Decrição produto 2799
31/07/2018;34.586,1;Decrição produto 8604
11/09/2019;82.363,17;Decrição produto 6597
29/08/2019;25.508,61;Decrição produto 7746
21/09/2018;47.943,92;Decrição produto 8604
27/02/2019;76.266,12;Decrição produto 2111
30/11/2018;90.129,48;Decrição produto 6503
17/06/2019;79.297,3;Decrição produto 0909
30/01/2019;46.348,74;Decrição produto 8883
12/07/2018;79.192,57;Decrição produto 4741
19/04/2019;77.414,25;Decrição produto 8020
23/02/2019;66.829,42;Decrição produto 1763
19/09/2018;57.799,91;Decrição produto 9720
21/06/2018;95.287,11;Decrição produto 6877
19/08/2019;69.347,71;Decrição produto 4363
14/06/2018;7.235,45;Decrição produto 3619
09/08/2019;16.553,21;Decrição produto 9567
24/07/2018;7.178,30;Decrição produto 0654
31/08/2019;60.150,98;Decrição produto 1703
09/10/2018;22.459,97;Decrição produto 5671
09/06/2019;16.334,88;Decrição produto 6426
07/04/2019;65.158,52;Decrição produto 0713
02/12/2018;91.370,89;Decrição produto 7790
02/12/2018;61.910,72;Decrição produto 0927
28/06/2018;39.566,64;Decrição produto 0417
15/09/2018;2.537,51;Decrição produto 4943
07/11/2018;15.334,97;Decrição produto 5583
08/05/2018;8.269,23;Decrição produto 0784
13/07/2019;3.688,61;Decrição produto 7732
23/05/2018;42.390,11;Decrição produto 7411
14/08/2018;94.730,46;Decrição produto 4939
01/02/2019;27.857,26;Decrição produto 3305
07/01/2019;73.143,44;Decrição produto 9832
16/06/2018;70.591,84;Decrição produto 8763
27/06/2019;96.718,65;Decrição produto 2676
03/10/2018;97.528,29;Decrição produto 1920
08/03/2019;12.911,37;Decrição produto 7265
27/05/2018;17.359,54;Decrição produto 8735
25/08/2018;4.177,26;Decrição produto 0100
18/05/2019;91.554,19;Decrição produto 0172
02/03/2019;62.742,60;Decrição produto 0641
02/06/2018;56.893,12;Decrição produto 2284
23/08/2019;90.711,94;Decrição produto 6046
26/03/2019;95.628,77;Decrição produto 5271
16/06/2018;71.557,93;Decrição produto 6390
24/02/2019;96.118,24;Decrição produto 8328
26/08/2019;22.196,79;Decrição produto 4531
08/11/2018;89.909,48;Decrição produto 8220
24/07/2019;13.688,77;Decrição produto 0128
15/07/2018;52.239,52;Decrição produto 2156
21/01/2019;90.593,36;Decrição produto 5562
21/06/2019;39.606,29;Decrição produto 1902
24/08/2018;85.102,71;Decrição produto 2594
17/12/2018;92.985,59;Decrição produto 6185
03/09/2019;22.760,25;Decrição produto 4072
02/05/2019;23.960,28;Decrição produto 6000
13/07/2019;36.365,71;Decrição produto 2062
11/05/2018;50.884,55;Decrição produto 8107
16/06/2018;35.781,16;Decrição produto 0444
28/08/2018;34.745,5;Decrição produto 7030
17/08/2018;88.810,88;Decrição produto 8234
04/12/2018;31.604,92;Decrição produto 7777
30/06/2018;16.853,88;Decrição produto 2166
16/10/2018;15.621,72;Decrição produto 5323
24/06/2018;36.176,31;Decrição produto 2203
24/06/2018;95.241,73;Decrição produto 7156
21/05/2018;36.675,87;Decrição produto 6534
06/04/2019;93.765,33;Decrição produto 3927
15/11/2018;39.621,48;Decrição produto 8671
25/10/2018;17.685,43;Decrição produto 6103
02/03/2019;72.156,36;Decrição produto 7179
12/06/2018;41.603,91;Decrição produto 5733
30/07/2018;51.602,83;Decrição produto 8849
30/12/2018;32.249,27;Decrição produto 1012
27/04/2019;54.507,84;Decrição produto 3654
14/10/2018;2.225,60;Decrição produto 9208
15/08/2018;16.481,59;Decrição produto 2757
22/06/2019;98.756,41;Decrição produto 2470
07/06/2018;3.537,77;Decrição produto 3705
05/10/2018;4.675,29;Decrição produto 3347
20/06/2018;59.940,26;Decrição produto 5426
08/06/2018;77.900,62;Decrição produto 9979
06/04/2019;88.907,26;Decrição produto 3600
29/05/2018;23.690,67;Decrição produto 5000
27/06/2019;18.707,70;Decrição produto 7695
15/11/2018;78.445,18;Decrição produto 1299
29/03/2019;46.763,76;Decrição produto 3136
04/05/2018;9.936,73;Decrição produto 9733
31/12/2018;64.157,70;Decrição produto 1702
13/06/2019;17.351,5;Decrição produto 8977
10/09/2019;65.269,63;Decrição produto 5478
26/04/2019;4.753,8;Decrição produto 4866
02/05/2018;41.105,36;Decrição produto 7522
28/06/2019;9.371,55;Decrição produto 8465
16/06/2019;92.288,97;Decrição produto 1878
19/11/2018;53.761,72;Decrição produto 6894
12/02/2019;20.763,21;Decrição produto 6134
23/12/2018;80.959,69;Decrição produto 3512
02/07/2018;38.719,33;Decrição produto 3241
18/09/2018;51.831,45;Decrição produto 0412
12/05/2019;39.657,76;Decrição produto 2698
01/10/2018;56.715,25;Decrição produto 3421
02/01/2019;94.369,49;Decrição produto 3094
26/01/2019;24.530,58;Decrição produto 8517
19/11/2018;62.986,31;Decrição produto 5091
04/04/2019;74.346,61;Decrição produto 4550
07/06/2019;34.509,19;Decrição produto 1603
12/06/2019;39.240,63;Decrição produto 0587
03/09/2019;10.152,83;Decrição produto 0792
07/12/2018;73.322,41;Decrição produto 2391
04/01/2019;68.994,66;Decrição produto 8910
15/09/2018;81.547,17;Decrição produto 4196
17/07/2018;88.743,11;Decrição produto 2000
11/08/2019;37.967,75;Decrição produto 6800
15/01/2019;57.860,14;Decrição produto 9993
30/11/2018;9.349,50;Decrição produto 3949
20/01/2019;7.743,68;Decrição produto 6713
09/12/2018;29.292,1;Decrição produto 8697
17/03/2019;9.468,19;Decrição produto 8933
23/04/2019;50.990,47;Decrição produto 0253
20/11/2018;22.711,73;Decrição produto 5205
04/08/2018;63.786,43;Decrição produto 0474
03/09/2019;4.140,96;Decrição produto 6258
26/09/2018;54.514,20;Decrição produto 2872
20/05/2018;64.363,98;Decrição produto 7679
15/02/2019;92.305,25;Decrição produto 1032
04/11/2018;2.290,36;Decrição produto 5286
06/05/2018;16.571,89;Decrição produto 9730
23/04/2019;49.408,90;Decrição produto 7142
01/05/2019;82.806,82;Decrição produto 6317
29/05/2018;84.483,27;Decrição produto 9014
16/06/2018;90.558,13;Decrição produto 0361
29/03/2019;51.224,12;Decrição produto 2337
09/01/2019;18.310,39;Decrição produto 6020
10/10/2018;6.603,70;Decrição produto 9180
23/10/2018;18.863,6;Decrição produto 8042
06/09/2018;55.605,20;Decrição produto 4035
02/10/2018;62.257,24;Decrição produto 2430
13/04/2019;14.391,74;Decrição produto 7722
12/03/2019;20.738,17;Decrição produto 8852
16/08/2019;26.819,94;Decrição produto 5036
22/08/2018;95.413,72;Decrição produto 6765
18/06/2018;98.743,83;Decrição produto 8666
01/12/2018;12.490,63;Decrição produto 3618
31/01/2019;67.928,4;Decrição produto 7799
04/06/2018;59.389,65;Decrição produto 8760
24/12/2018;76.132,57;Decrição produto 3167
01/04/2019;71.213,13;Decrição produto 7524
20/05/2019;69.190,71;Decrição produto 3456
07/06/2019;95.955,89;Decrição produto 8392
25/10/2018;49.977,50;Decrição produto 0051
14/01/2019;93.204,79;Decrição produto 0773
17/08/2018;8.712,87;Decrição produto 6922
22/08/2018;6.532,19;Decrição produto 5734
13/06/2019;62.327,65;Decrição produto 0889
04/08/2019;21.729,2;Decrição produto 2833
17/12/2018;40.847,1;Decrição produto 0572
01/09/2018;29.643,66;Decrição produto 9949
24/08/2019;89.123,99;Decrição produto 8941
30/04/2019;90.230,82;Decrição produto 6560
16/01/2019;97.107,4;Decrição produto 5882
04/03/2019;12.559,54;Decrição produto 5400
13/05/2019;17.404,69;Decrição produto 9155
01/11/2018;87.603,92;Decrição produto 3260
09/04/2019;79.105,78;Decrição produto 5255
15/05/2019;48.797,44;Decrição produto 9260
05/08/2018;88.159,87;Decrição produto 1592
14/05/2019;24.336,86;Decrição produto 5632
17/08/2019;18.417,23;Decrição produto 6723
25/07/2018;40.817,17;Decrição produto 3101
21/11/2018;11.783,92;Decrição produto 1140
23/12/2018;45.397,0;Decrição produto 2998
29/03/2019;44.388,43;Decrição produto 4874
11/03/2019;0.133,19;Decrição produto 1013
18/01/2019;39.790,10;Decrição produto 3150
17/05/2019;54.677,98;Decrição produto 5285
26/06/2018;76.570,75;Decrição produto 6156
30/10/2018;96.819,98;Decrição produto 7796
08/07/2019;75.996,12;Decrição produto 0643
24/03/2019;60.198,80;Decrição produto 0206
14/05/2019;56.239,33;Decrição produto 4115
04/07/2018;61.858,24;Decrição produto 9099
12/09/2019;76.677,51;Decrição produto 4313
17/07/2019;44.693,52;Decrição produto 0320
24/05/2019;64.891,48;Decrição produto 7478
28/05/2018;83.119,23;Decrição produto 8942
14/08/2019;6.518,29;Decrição produto 0659
10/09/2019;76.831,47;Decrição produto 0292
08/10/2018;1.947,99;Decrição produto 9006
08/01/2019;66.282,77;Decrição produto 4076
02/08/2019;56.726,0;Decrição produto 8091
10/05/2018;34.353,35;Decrição produto 7119
14/12/2018;24.801,21;Decrição produto 0494
17/10/2018;18.628,54;Decrição produto 2056
07/07/2019;22.870,31;Decrição produto 6946
02/10/2018;64.350,11;Decrição produto 6743
12/09/2019;88.703,65;Decrição produto 8864
21/03/2019;43.399,9;Decrição produto 7578
27/12/2018;24.470,13;Decrição produto 1655
24/11/2018;75.918,38;Decrição produto 0860
10/11/2018;33.623,63;Decrição produto 6027
26/03/2019;29.821,96;Decrição produto 9851
26/12/2018;72.388,60;Decrição produto 9897
22/04/2019;59.843,63;Decrição produto 0248
29/08/2019;33.994,69;Decrição produto 9969
03/10/2018;95.297,33;Decrição produto 1562
19/03/2019;5.621,8;Decrição produto 0669
07/09/2019;98.943,85;Decrição produto 1810
28/04/2019;33.397,15;Decrição produto 1731
10/02/2019;71.826,34;Decrição produto 6361
03/07/2019;36.601,12;Decrição produto 3445
01/03/2019;3.270,86;Decrição produto 9363
18/05/2018;78.358,62;Decrição produto 0543
28/02/2019;16.182,98;Decrição produto 7301
27/02/2019;66.153,26;Decrição produto 9781
06/09/2018;77.660,21;Decrição produto 0475
30/08/2019;43.701,11;Decrição produto 7315
11/04/2019;84.614,92;Decrição produto 7897
31/08/2018;90.669,20;Decrição produto 9717
30/06/2019;41.994,67;Decrição produto 6985
25/11/2018;83.725,91;Decrição produto 8909
27/06/2018;64.905,57;Decrição produto 7096
05/02/2019;9.402,21;Decrição produto 3426
29/09/2018;63.571,44;Decrição produto 0872
22/01/2019;84.734,3;Decrição produto 0062
06/02/2019;44.856,57;Decrição produto 2337
04/06/2018;10.331,26;Decrição produto 5185
22/02/2019;32.880,41;Decrição produto 4602
01/10/2018;67.230,21;Decrição produto 9701
18/07/2018;51.602,3;Decrição produto 8559
29/07/2019;9.402,12;Decrição produto 1733
17/07/2018;26.102,81;Decrição produto 3422
09/06/2019;51.774,0;Decrição produto 8016
12/08/2018;3.762,24;Decrição produto 5825
01/06/2018;72.567,1;Decrição produto 9370
07/10/2018;21.215,28;Decrição produto 2907
13/11/2018;27.781,97;Decrição produto 4112
28/01/2019;10.465,49;Decrição produto 2527
14/11/2018;18.259,48;Decrição produto 5349
10/06/2019;87.756,34;Decrição produto 7081
09/11/2018;90.385,24;Decrição produto 8819
19/02/2019;87.881,28;Decrição produto 8505
12/03/2019;26.417,0;Decrição produto 7225
11/07/2018;91.270,18;Decrição produto 1550
10/08/2019;13.364,66;Decrição produto 9542
01/03/2019;3.491,19;Decrição produto 9299
19/06/2019;67.793,79;Decrição produto 5108
30/07/2018;31.209,46;Decrição produto 5178
10/09/2018;6.977,78;Decrição produto 6285
28/05/2018;12.797,90;Decrição produto 4752
01/07/2018;99.244,10;Decrição produto 0974
20/05/2019;34.530,1;Decrição produto 9658
03/05/2018;73.743,98;Decrição produto 5714
17/10/2018;73.315,85;Decrição produto 8418
07/04/2019;31.645,21;Decrição produto 7475
05/09/2019;84.853,85;Decrição produto 4927
30/06/2018;11.296,97;Decrição produto 7424
19/01/2019;14.139,85;Decrição produto 9871
24/11/2018;73.882,63;Decrição produto 1472
15/08/2018;46.497,41;Decrição produto 7752
08/07/2019;39.129,95;Decrição produto 2654
03/01/2019;72.835,49;Decrição produto 7864
19/07/2018;32.609,50;Decrição produto 3307
20/03/2019;51.495,68;Decrição produto 3768
21/08/2019;40.577,65;Decrição produto 3900
07/06/2018;94.997,88;Decrição produto 5704
13/11/2018;28.895,24;Decrição produto 0252
21/05/2019;84.321,62;Decrição produto 3823
18/06/2018;49.697,17;Decrição produto 0959
19/03/2019;21.112,62;Decrição produto 2286
03/08/2018;3.371,57;Decrição produto 8382
12/03/2019;72.959,82;Decrição produto 6015
09/03/2019;73.512,98;Decrição produto 3162
12/09/2018;94.844,98;Decrição produto 4629
05/09/2018;2.963,33;Decrição produto 7951
18/08/2019;99.640,43;Decrição produto 8338
23/12/2018;83.365,80;Decrição produto 8731
19/08/2019;94.770,37;Decrição produto 6914
14/05/2019;61.553,78;Decrição produto 6778
07/12/2018;30.892,82;Decrição produto 6694
30/06/2019;31.399,60;Decrição produto 6695
16/01/2019;37.578,97;Decrição produto 9486
20/06/2018;45.761,30;Decrição produto 6951
07/08/2018;43.144,58;Decrição produto 1692
14/01/2019;45.448,61;Decrição produto 1130
05/08/2018;23.881,18;Decrição produto 9535
07/11/2018;32.235,21;Decrição produto 9018
21/05/2019;73.698,36;Decrição produto 1967
08/08/2018;86.223,83;Decrição produto 5829
16/06/2018;86.285,60;Decrição produto 2472
29/01/2019;18.673,21;Decrição produto 3549
18/10/2018;23.143,27;Decrição produto 2053
02/06/2018;52.584,41;Decrição produto 4904
15/05/2018;99.224,25;Decrição produto 9506
08/09/2019;88.768,94;Decrição produto 5211
18/07/2018;28.232,38;Decrição produto 6989
13/10/2018;52.667,25;Decrição produto 8779
12/07/2019;40.652,14;Decrição produto 2852
10/07/2019;38.190,36;Decrição produto 9187
11/09/2019;54.887,12;Decrição produto 5737
27/05/2019;51.657,35;Decrição produto 7650
24/10/2018;10.661,96;Decrição produto 7535
23/12/2018;66.631,39;Decrição produto 1078
25/08/2018;85.699,29;Decrição produto 9029
21/06/2018;39.481,69;Decrição produto 7302
19/09/2018;89.699,99;Decrição produto 9995
23/02/2019;36.192,69;Decrição produto 8414
18/06/2019;36.746,46;Decrição produto 1161
03/05/2019;51.376,49;Decrição produto 3473
17/10/2018;51.287,82;Decrição produto 7692
19/02/2019;36.296,25;Decrição produto 5794
17/08/2019;45.467,50;Decrição produto 5566
14/08/2018;10.261,84;Decrição produto 4094
22/07/2018;56.603,67;Decrição produto 9070
01/10/2018;8.500,62;Decrição produto 1869
30/09/2018;74.876,36;Decrição produto 5237
24/12/2018;60.984,57;Decrição produto 3833
15/08/2019;94.971,9;Decrição produto 2107
04/06/2018;72.973,9;Decrição produto 5436
18/06/2018;69.507,71;Decrição produto 8410
24/03/2019;80.822,18;Decrição produto 7943
04/06/2019;73.772,65;Decrição produto 5550
20/11/2018;26.507,58;Decrição produto 0704
23/07/2018;20.215,80;Decrição produto 3477
11/06/2019;20.310,41;Decrição produto 5588
22/08/2018;52.433,38;Decrição produto 9014
10/07/2019;12.681,12;Decrição produto 6006
19/08/2018;85.189,40;Decrição produto 1216
03/01/2019;68.770,35;Decrição produto 2932
21/07/2018;13.415,62;Decrição produto 4801
25/04/2019;11.959,30;Decrição produto 8471
22/05/2019;77.386,45;Decrição produto 2868
26/04/2019;84.624,75;Decrição produto 2818
29/01/2019;99.250,71;Decrição produto 3439
