Data;Valor;Descrição
21/07/2019;36.455,81;Decrição produto 1092
30/07/2019;56.411,32;Decrição produto 9360
14/08/2019;6.781,48;Decrição produto 8604
15/07/2019;1.220,3;Decrição produto 2768
26/05/2018;93.350,58;Decrição produto 4626
21/07/2019;80.335,42;Decrição produto 5442
07/06/2019;58.420,84;Decrição produto 2170
27/05/2019;20.873,95;Decrição produto 6681
04/12/2018;72.556,4;Decrição produto 1769
31/03/2019;19.353,59;Decrição produto 7187
19/12/2018;87.933,43;Decrição produto 0218
18/06/2018;51.286,59;Decrição produto 5471
18/04/2019;58.866,90;Decrição produto 4659
05/07/2019;43.527,60;Decrição produto 2731
23/08/2019;30.449,30;Decrição produto 8027
29/05/2018;46.461,60;Decrição produto 8378
18/08/2019;7.559,46;Decrição produto 2975
09/04/2019;6.238,44;Decrição produto 2103
29/06/2019;25.477,45;Decrição produto 4333
08/10/2018;72.593,50;Decrição produto 2313
28/03/2019;90.709,6;Decrição produto 1424
18/05/2019;29.181,11;Decrição produto 4184
02/10/2018;56.952,85;Decrição produto 5686
06/07/2018;56.577,72;Decrição produto 0561
19/05/2018;51.122,89;Decrição produto 0167
13/09/2018;85.847,71;Decrição produto 0960
27/11/2018;60.246,67;Decrição produto 3255
18/08/2019;16.534,10;Decrição produto 2948
03/05/2018;64.935,70;Decrição produto 5298
31/10/2018;47.268,47;Decrição produto 1690
15/12/2018;92.219,49;Decrição produto 3542
30/01/2019;93.424,18;Decrição produto 6815
11/11/2018;79.631,37;Decrição produto 7165
19/05/2019;63.286,38;Decrição produto 9037
25/02/2019;67.875,96;Decrição produto 1796
09/09/2019;64.235,21;Decrição produto 5121
01/02/2019;39.727,71;Decrição produto 0600
05/01/2019;6.229,30;Decrição produto 0817
10/08/2019;75.183,9;Decrição produto 8654
18/03/2019;31.892,92;Decrição produto 1797
05/02/2019;89.313,47;Decrição produto 6597
16/08/2019;96.468,91;Decrição produto 1089
11/08/2019;30.144,53;Decrição produto 9113
07/02/2019;3.111,9;Decrição produto 0569
09/05/2018;33.993,34;Decrição produto 0233
22/02/2019;66.721,73;Decrição produto 8086
23/07/2018;40.613,29;Decrição produto 8301
31/07/2019;14.321,72;Decrição produto 5414
20/05/2018;1.582,89;Decrição produto 9548
22/06/2018;57.508,4;Decrição produto 1497
23/10/2018;68.674,38;Decrição produto 3050
01/09/2018;90.627,45;Decrição produto 8626
25/06/2019;17.231,64;Decrição produto 1130
10/06/2018;65.734,80;Decrição produto 9697
14/05/2019;12.654,72;Decrição produto 8670
11/05/2018;77.226,67;Decrição produto 1916
30/06/2019;28.807,1;Decrição produto 2231
30/09/2018;82.267,34;Decrição produto 3307
26/05/2018;31.991,62;Decrição produto 2752
12/07/2018;39.185,91;Decrição produto 5761
12/06/2019;60.368,24;Decrição produto 8244
11/05/2019;55.857,8;Decrição produto 3055
12/09/2019;40.898,65;Decrição produto 7465
17/12/2018;52.936,45;Decrição produto 3926
14/07/2018;77.334,76;Decrição produto 7847
28/07/2018;50.676,53;Decrição produto 8567
12/05/2019;3.617,91;Decrição produto 3084
16/04/2019;59.452,55;Decrição produto 5054
11/09/2019;51.533,19;Decrição produto 9367
30/09/2018;70.498,27;Decrição produto 5873
03/03/2019;65.591,26;Decrição produto 3337
24/07/2018;25.119,70;Decrição produto 7534
08/12/2018;80.630,41;Decrição produto 6625
19/07/2019;29.821,84;Decrição produto 3733
27/06/2018;35.571,25;Decrição produto 3579
21/03/2019;78.774,48;Decrição produto 0947
03/08/2019;5.554,84;Decrição produto 9899
21/10/2018;51.652,81;Decrição produto 1887
04/06/2019;5.904,21;Decrição produto 5189
03/02/2019;37.460,16;Decrição produto 6028
04/01/2019;86.383,95;Decrição produto 1053
14/06/2018;23.209,39;Decrição produto 6111
04/10/2018;94.697,57;Decrição produto 8163
21/04/2019;73.226,72;Decrição produto 8433
18/06/2018;4.692,0;Decrição produto 0281
27/01/2019;93.535,45;Decrição produto 5137
13/07/2019;72.331,12;Decrição produto 3428
05/07/2018;31.370,38;Decrição produto 8217
22/12/2018;54.616,88;Decrição produto 9834
21/07/2018;81.972,81;Decrição produto 3983
26/05/2019;80.744,18;Decrição produto 3642
25/07/2019;77.849,72;Decrição produto 1595
16/06/2018;2.987,29;Decrição produto 9134
07/10/2018;82.559,68;Decrição produto 4652
26/09/2018;95.714,24;Decrição produto 9066
05/08/2018;58.801,12;Decrição produto 1628
06/09/2018;52.405,52;Decrição produto 9102
09/07/2019;22.717,61;Decrição produto 1591
18/05/2019;20.335,10;Decrição produto 0934
10/01/2019;9.254,45;Decrição produto 3394
18/07/2018;0.958,34;Decrição produto 7157
21/08/2019;19.893,93;Decrição produto 5091
08/08/2018;48.488,54;Decrição produto 4015
06/05/2018;87.588,1;Decrição produto 1103
19/12/2018;59.303,3;Decrição produto 0017
05/12/2018;14.120,67;Decrição produto 6847
26/02/2019;67.976,15;Decrição produto 4143
01/09/2018;28.193,35;Decrição produto 7750
20/06/2019;83.391,80;Decrição produto 2244
08/09/2019;89.445,17;Decrição produto 6287
12/06/2018;25.349,51;Decrição produto 6827
28/08/2019;65.665,19;Decrição produto 1582
16/03/2019;83.544,2;Decrição produto 4017
29/12/2018;2.443,81;Decrição produto 6661
14/05/2018;57.468,78;Decrição produto 7543
26/03/2019;80.127,23;Decrição produto 5490
16/11/2018;96.818,8;Decrição produto 0011
29/01/2019;14.201,9;Decrição produto 9293
04/05/2018;92.298,64;Decrição produto 9640
19/12/2018;13.637,44;Decrição produto 9338
01/06/2018;65.324,98;Decrição produto 9927
06/02/2019;85.990,51;Decrição produto 1620
08/11/2018;77.508,95;Decrição produto 2057
23/02/2019;85.897,8;Decrição produto 6111
13/02/2019;67.127,78;Decrição produto 2425
18/05/2019;13.762,39;Decrição produto 0761
23/10/2018;0.158,87;Decrição produto 7734
26/04/2019;62.275,95;Decrição produto 8268
15/06/2019;77.725,77;Decrição produto 0173
23/06/2019;84.406,58;Decrição produto 4238
27/06/2019;19.281,8;Decrição produto 2558
02/06/2018;71.422,10;Decrição produto 9682
02/01/2019;34.597,18;Decrição produto 6548
26/02/2019;17.433,51;Decrição produto 8359
24/12/2018;19.592,30;Decrição produto 0983
06/03/2019;49.271,41;Decrição produto 3133
06/05/2018;86.104,23;Decrição produto 9871
22/07/2019;1.685,18;Decrição produto 7106
28/06/2018;69.307,81;Decrição produto 4816
07/04/2019;23.334,38;Decrição produto 9102
05/10/2018;0.708,63;Decrição produto 8325
07/01/2019;64.241,68;Decrição produto 7563
10/02/2019;5.391,24;Decrição produto 3910
10/08/2018;40.338,87;Decrição produto 7619
09/11/2018;7.648,98;Decrição produto 4222
18/10/2018;89.159,81;Decrição produto 7417
14/09/2018;55.263,80;Decrição produto 6021
27/07/2019;64.312,91;Decrição produto 6759
22/05/2018;43.257,6;Decrição produto 4575
28/12/2018;76.946,89;Decrição produto 1043
25/06/2019;7.472,91;Decrição produto 8979
25/07/2018;98.289,45;Decrição produto 5454
19/06/2018;15.742,60;Decrição produto 8205
22/05/2019;59.477,23;Decrição produto 9073
15/01/2019;88.205,23;Decrição produto 3809
18/08/2018;49.160,40;Decrição produto 2588
14/08/2019;75.431,35;Decrição produto 4720
29/06/2018;13.663,19;Decrição produto 3880
07/05/2019;81.997,28;Decrição produto 9346
23/12/2018;22.422,52;Decrição produto 7105
09/11/2018;14.871,12;Decrição produto 2818
28/10/2018;28.585,8;Decrição produto 2544
19/08/2019;45.810,7;Decrição produto 0458
14/10/2018;34.807,28;Decrição produto 4725
06/06/2018;56.911,52;Decrição produto 7947
26/07/2018;14.590,18;Decrição produto 8712
12/10/2018;69.871,30;Decrição produto 5118
15/11/2018;40.952,80;Decrição produto 5633
15/12/2018;55.460,40;Decrição produto 3558
01/08/2019;50.184,79;Decrição produto 6263
19/03/2019;60.566,30;Decrição produto 0052
19/07/2018;94.395,11;Decrição produto 7727
18/11/2018;84.698,96;Decrição produto 9005
21/07/2019;51.221,19;Decrição produto 0075
18/08/2018;3.151,42;Decrição produto 2248
20/07/2019;17.379,75;Decrição produto 7541
07/08/2019;25.461,15;Decrição produto 8088
18/04/2019;71.517,48;Decrição produto 5592
10/06/2019;10.599,58;Decrição produto 7575
16/04/2019;59.812,35;Decrição produto 7695
09/11/2018;10.916,89;Decrição produto 7324
11/09/2018;68.245,85;Decrição produto 5617
15/07/2018;82.972,5;Decrição produto 0030
16/09/2018;28.662,62;Decrição produto 5767
08/07/2018;89.535,51;Decrição produto 8362
04/02/2019;67.250,4;Decrição produto 5476
13/06/2018;78.691,3;Decrição produto 0288
10/01/2019;90.514,64;Decrição produto 6180
15/07/2019;94.671,13;Decrição produto 4040
24/06/2018;28.725,84;Decrição produto 3451
15/02/2019;74.529,91;Decrição produto 2177
21/03/2019;33.239,42;Decrição produto 8294
09/04/2019;95.697,75;Decrição produto 5407
16/02/2019;58.142,75;Decrição produto 3025
23/06/2019;44.856,43;Decrição produto 6036
12/01/2019;10.702,61;Decrição produto 4918
29/08/2018;75.885,9;Decrição produto 7252
29/07/2018;83.573,53;Decrição produto 7892
10/04/2019;19.223,10;Decrição produto 7427
11/02/2019;99.402,36;Decrição produto 4877
12/02/2019;81.806,83;Decrição produto 3658
12/02/2019;63.422,4;Decrição produto 7919
10/08/2018;23.663,49;Decrição produto 9774
05/05/2019;47.702,74;Decrição produto 8642
28/06/2019;41.571,91;Decrição produto 9874
17/03/2019;37.517,18;Decrição produto 7614
22/02/2019;74.542,71;Decrição produto 3419
25/06/2019;86.325,57;Decrição produto 1921
05/01/2019;13.522,96;Decrição produto 0578
07/07/2018;61.369,63;Decrição produto 7038
13/07/2018;5.452,51;Decrição produto 7571
02/05/2018;21.148,34;Decrição produto 5326
05/05/2019;29.923,97;Decrição produto 3356
09/06/2019;63.979,41;Decrição produto 8723
12/10/2018;51.478,35;Decrição produto 7046
02/11/2018;64.221,63;Decrição produto 9197
11/05/2019;87.217,39;Decrição produto 9167
18/06/2018;95.987,89;Decrição produto 3446
01/06/2018;14.900,67;Decrição produto 6051
06/09/2018;58.695,33;Decrição produto 7929
25/03/2019;17.897,63;Decrição produto 6689
30/08/2019;42.210,74;Decrição produto 5041
23/05/2019;40.674,84;Decrição produto 9366
16/11/2018;57.984,1;Decrição produto 8283
25/08/2019;1.121,11;Decrição produto 4733
22/09/2018;15.866,39;Decrição produto 8371
21/02/2019;34.267,71;Decrição produto 3629
01/12/2018;32.561,52;Decrição produto 9335
14/11/2018;42.858,11;Decrição produto 6588
13/12/2018;53.506,52;Decrição produto 2093
01/03/2019;70.314,5;Decrição produto 3332
02/09/2018;53.510,85;Decrição produto 3999
12/12/2018;41.108,31;Decrição produto 7423
12/08/2018;11.416,55;Decrição produto 6789
28/05/2019;87.691,98;Decrição produto 9484
25/06/2019;34.219,91;Decrição produto 9445
13/04/2019;67.947,65;Decrição produto 1514
09/08/2019;60.709,28;Decrição produto 9677
22/02/2019;3.969,65;Decrição produto 4547
05/08/2018;25.693,23;Decrição produto 7972
03/03/2019;26.824,7;Decrição produto 3196
26/07/2018;13.636,13;Decrição produto 6946
31/12/2018;28.645,92;Decrição produto 3013
06/03/2019;45.846,62;Decrição produto 7634
26/02/2019;96.740,95;Decrição produto 9215
03/04/2019;79.621,35;Decrição produto 8112
11/06/2019;25.443,10;Decrição produto 4604
09/12/2018;84.688,9;Decrição produto 3651
16/05/2018;11.630,16;Decrição produto 1940
23/08/2018;92.294,58;Decrição produto 9154
15/12/2018;70.604,34;Decrição produto 1289
04/06/2018;72.735,30;Decrição produto 4073
31/07/2019;80.668,13;Decrição produto 8741
22/05/2018;83.879,80;Decrição produto 7359
08/03/2019;48.980,91;Decrição produto 1657
09/05/2018;76.422,62;Decrição produto 8960
03/08/2019;14.731,81;Decrição produto 0777
14/12/2018;55.831,21;Decrição produto 1253
07/10/2018;19.365,41;Decrição produto 6830
15/05/2018;97.161,61;Decrição produto 2987
12/06/2019;40.772,86;Decrição produto 0865
21/06/2018;92.972,96;Decrição produto 9243
08/09/2018;18.815,64;Decrição produto 5139
12/05/2018;89.950,85;Decrição produto 1569
31/08/2019;69.841,88;Decrição produto 8464
05/10/2018;47.845,91;Decrição produto 0992
24/07/2018;36.990,54;Decrição produto 4410
06/11/2018;17.595,52;Decrição produto 8197
27/09/2018;90.326,78;Decrição produto 7025
12/09/2019;36.313,85;Decrição produto 7773
27/08/2018;77.424,72;Decrição produto 6581
24/04/2019;61.299,91;Decrição produto 5374
09/11/2018;94.962,63;Decrição produto 4496
01/02/2019;27.611,36;Decrição produto 2282
20/05/2018;5.706,52;Decrição produto 4699
18/07/2019;67.775,1;Decrição produto 6059
11/02/2019;88.240,68;Decrição produto 2030
01/10/2018;26.252,2;Decrição produto 1847
24/06/2019;35.143,8;Decrição produto 2536
27/12/2018;37.853,54;Decrição produto 9227
31/03/2019;17.460,80;Decrição produto 1336
08/01/2019;29.167,42;Decrição produto 6492
03/07/2019;38.682,99;Decrição produto 0647
09/12/2018;90.853,57;Decrição produto 7687
12/11/2018;1.519,1;Decrição produto 5055
22/08/2018;26.160,96;Decrição produto 0365
21/12/2018;97.908,76;Decrição produto 7181
23/11/2018;20.582,18;Decrição produto 4845
18/07/2018;86.509,96;Decrição produto 2954
03/06/2019;87.398,27;Decrição produto 1718
17/06/2019;31.960,74;Decrição produto 0272
29/07/2019;58.929,98;Decrição produto 8447
25/06/2019;86.499,44;Decrição produto 8657
16/09/2018;5.231,71;Decrição produto 3987
24/01/2019;99.328,38;Decrição produto 1101
23/03/2019;59.359,35;Decrição produto 3020
18/05/2018;5.505,32;Decrição produto 3722
11/03/2019;91.983,9;Decrição produto 8829
18/08/2019;48.900,78;Decrição produto 9294
25/08/2018;21.232,22;Decrição produto 6468
31/05/2019;25.406,72;Decrição produto 4359
03/05/2018;2.850,14;Decrição produto 2091
10/02/2019;66.552,59;Decrição produto 9187
10/02/2019;48.638,78;Decrição produto 8299
25/05/2019;96.576,89;Decrição produto 8119
29/05/2019;57.428,3;Decrição produto 1945
30/12/2018;17.676,75;Decrição produto 7376
04/03/2019;73.143,53;Decrição produto 0694
17/09/2018;97.547,8;Decrição produto 9447
11/05/2019;79.820,37;Decrição produto 1175
22/10/2018;52.688,79;Decrição produto 0276
26/01/2019;57.225,2;Decrição produto 9290
12/12/2018;69.752,76;Decrição produto 1937
14/08/2019;47.318,92;Decrição produto 3166
20/10/2018;3.584,41;Decrição produto 2299
29/09/2018;89.958,16;Decrição produto 8870
07/03/2019;49.428,35;Decrição produto 1745
06/05/2019;64.530,99;Decrição produto 7551
08/09/2019;79.170,14;Decrição produto 7706
08/12/2018;30.925,69;Decrição produto 9261
03/06/2018;97.336,99;Decrição produto 7361
09/05/2018;5.645,11;Decrição produto 7726
12/07/2018;8.985,79;Decrição produto 9999
20/07/2018;71.544,1;Decrição produto 9225
05/11/2018;59.577,97;Decrição produto 7007
08/09/2018;31.790,15;Decrição produto 8793
04/11/2018;35.348,32;Decrição produto 7757
26/11/2018;30.227,93;Decrição produto 1239
08/08/2018;50.401,23;Decrição produto 0479
26/05/2019;35.829,78;Decrição produto 6237
25/02/2019;80.958,52;Decrição produto 1821
28/03/2019;92.146,27;Decrição produto 5461
22/11/2018;31.214,84;Decrição produto 5430
08/02/2019;8.403,13;Decrição produto 9326
28/05/2019;9.721,74;Decrição produto 3798
19/08/2018;81.932,85;Decrição produto 6706
23/05/2018;27.879,63;Decrição produto 7947
27/08/2019;68.204,18;Decrição produto 2516
17/08/2018;89.442,34;Decrição produto 2401
14/05/2018;90.485,72;Decrição produto 4452
02/07/2018;36.976,57;Decrição produto 3323
04/04/2019;9.943,37;Decrição produto 2864
27/05/2019;81.342,34;Decrição produto 9254
13/08/2018;96.724,47;Decrição produto 9247
31/03/2019;49.159,52;Decrição produto 0022
18/06/2018;87.888,65;Decrição produto 0477
06/04/2019;60.478,26;Decrição produto 3535
28/06/2019;4.959,13;Decrição produto 1288
23/10/2018;14.361,5;Decrição produto 7389
31/08/2018;6.335,4;Decrição produto 7168
11/06/2018;16.642,24;Decrição produto 7731
06/07/2019;2.470,95;Decrição produto 3073
11/01/2019;30.332,69;Decrição produto 7557
30/11/2018;83.749,7;Decrição produto 3501
26/02/2019;57.319,63;Decrição produto 7543
01/10/2018;74.985,79;Decrição produto 5731
19/01/2019;30.173,81;Decrição produto 6877
28/03/2019;79.482,9;Decrição produto 5595
17/10/2018;41.602,55;Decrição produto 7542
27/05/2018;83.171,65;Decrição produto 6669
01/03/2019;51.460,27;Decrição produto 9427
30/05/2018;55.598,93;Decrição produto 5747
09/02/2019;33.138,35;Decrição produto 8138
18/11/2018;72.101,26;Decrição produto 3990
16/12/2018;41.211,95;Decrição produto 0189
15/05/2019;67.396,62;Decrição produto 6094
07/07/2018;37.439,42;Decrição produto 0083
30/05/2019;29.441,10;Decrição produto 5061
05/07/2018;1.713,76;Decrição produto 1726
29/01/2019;41.997,91;Decrição produto 0004
28/07/2018;52.512,58;Decrição produto 1514
10/05/2019;89.412,50;Decrição produto 9945
15/08/2019;30.240,57;Decrição produto 4900
27/08/2018;16.340,19;Decrição produto 0046
07/12/2018;60.336,57;Decrição produto 8001
29/07/2019;15.457,46;Decrição produto 9880
07/07/2018;3.950,19;Decrição produto 9130
19/06/2019;65.573,85;Decrição produto 7704
16/06/2019;96.278,78;Decrição produto 4810
19/09/2018;51.930,20;Decrição produto 8529
07/07/2019;15.685,43;Decrição produto 4478
07/09/2019;41.524,52;Decrição produto 9544
27/07/2018;56.778,65;Decrição produto 1953
02/02/2019;75.414,92;Decrição produto 2153
17/08/2019;90.938,76;Decrição produto 1315
20/12/2018;60.462,30;Decrição produto 6184
22/09/2018;69.189,43;Decrição produto 6125
06/08/2019;62.181,72;Decrição produto 4451
01/08/2019;96.650,41;Decrição produto 5568
05/04/2019;11.131,14;Decrição produto 1894
12/05/2018;40.107,4;Decrição produto 5332
17/08/2019;76.463,36;Decrição produto 9030
29/08/2018;91.151,70;Decrição produto 1163
