Data;Valor;Descrição
10/09/2018;62.117,73;Decrição produto 2477
01/01/2019;60.153,82;Decrição produto 6425
26/06/2018;75.226,63;Decrição produto 3959
16/05/2018;98.849,57;Decrição produto 3448
11/09/2018;93.228,72;Decrição produto 9415
12/07/2018;45.692,4;Decrição produto 9595
06/09/2019;32.106,66;Decrição produto 1588
28/08/2018;18.629,93;Decrição produto 0541
01/09/2018;39.361,94;Decrição produto 8797
30/07/2019;38.874,44;Decrição produto 0538
13/01/2019;58.960,36;Decrição produto 6877
28/08/2018;59.895,48;Decrição produto 4750
12/11/2018;6.464,84;Decrição produto 5934
14/01/2019;50.551,87;Decrição produto 8883
21/01/2019;30.279,58;Decrição produto 2563
15/06/2019;1.525,32;Decrição produto 5136
27/04/2019;76.451,19;Decrição produto 2598
03/10/2018;4.419,42;Decrição produto 5658
19/11/2018;73.277,51;Decrição produto 0588
19/01/2019;54.147,46;Decrição produto 6453
11/09/2019;50.450,88;Decrição produto 6136
23/10/2018;5.549,78;Decrição produto 8667
27/02/2019;96.247,35;Decrição produto 5055
31/08/2019;34.935,61;Decrição produto 4387
14/08/2019;55.624,45;Decrição produto 5317
03/02/2019;86.718,30;Decrição produto 1593
25/11/2018;55.881,32;Decrição produto 9873
05/08/2018;94.108,94;Decrição produto 9667
23/05/2019;21.811,33;Decrição produto 9597
10/05/2019;18.733,54;Decrição produto 4157
07/07/2018;12.720,52;Decrição produto 8913
30/03/2019;89.279,20;Decrição produto 7419
08/08/2018;39.510,98;Decrição produto 1352
25/02/2019;88.195,25;Decrição produto 7899
05/01/2019;91.663,22;Decrição produto 3301
24/07/2018;38.227,36;Decrição produto 5824
04/05/2018;60.733,28;Decrição produto 2734
12/02/2019;51.222,88;Decrição produto 5112
18/11/2018;6.726,64;Decrição produto 5768
25/04/2019;92.671,41;Decrição produto 0941
27/06/2019;67.426,40;Decrição produto 0578
18/03/2019;68.640,58;Decrição produto 0415
28/07/2019;26.169,22;Decrição produto 4934
30/07/2019;94.146,4;Decrição produto 1727
07/01/2019;88.752,57;Decrição produto 9414
15/02/2019;18.703,94;Decrição produto 1169
13/04/2019;8.497,16;Decrição produto 8685
31/01/2019;35.320,38;Decrição produto 1663
15/03/2019;73.706,65;Decrição produto 0510
11/07/2019;51.301,97;Decrição produto 8481
03/10/2018;26.726,71;Decrição produto 4052
04/04/2019;69.957,57;Decrição produto 7449
14/05/2018;15.318,23;Decrição produto 1350
06/06/2019;6.488,95;Decrição produto 3675
12/08/2019;45.349,53;Decrição produto 4341
25/11/2018;48.895,32;Decrição produto 5218
30/08/2018;78.472,8;Decrição produto 6882
21/01/2019;22.754,71;Decrição produto 1547
23/07/2018;18.200,21;Decrição produto 1728
21/03/2019;76.643,4;Decrição produto 1086
09/05/2018;28.961,99;Decrição produto 0302
05/10/2018;52.179,9;Decrição produto 3186
31/05/2018;56.378,75;Decrição produto 5708
04/08/2018;17.913,73;Decrição produto 1188
16/04/2019;54.800,10;Decrição produto 2156
29/09/2018;8.614,45;Decrição produto 4765
27/08/2019;69.992,93;Decrição produto 7623
21/03/2019;52.168,16;Decrição produto 6122
04/08/2018;17.689,47;Decrição produto 5929
23/10/2018;6.741,18;Decrição produto 8847
05/08/2018;23.544,94;Decrição produto 9125
11/01/2019;77.653,90;Decrição produto 3509
05/04/2019;74.279,98;Decrição produto 3001
10/09/2018;26.650,9;Decrição produto 1481
14/09/2018;78.862,75;Decrição produto 7380
31/05/2019;98.620,57;Decrição produto 9188
25/05/2018;95.776,85;Decrição produto 7034
23/01/2019;37.948,84;Decrição produto 3515
02/11/2018;61.317,97;Decrição produto 0515
13/10/2018;45.958,95;Decrição produto 1299
01/05/2018;90.138,98;Decrição produto 0994
18/09/2018;54.370,19;Decrição produto 7434
04/10/2018;44.489,88;Decrição produto 4936
11/03/2019;20.744,91;Decrição produto 0757
12/03/2019;11.353,90;Decrição produto 4700
02/11/2018;55.953,7;Decrição produto 2604
27/04/2019;21.782,91;Decrição produto 6495
07/06/2018;3.198,45;Decrição produto 1808
05/09/2018;3.284,90;Decrição produto 2292
06/06/2018;0.267,66;Decrição produto 9172
04/07/2019;51.798,14;Decrição produto 9257
05/07/2019;42.716,51;Decrição produto 5728
06/06/2019;57.117,41;Decrição produto 7120
30/10/2018;86.255,6;Decrição produto 1612
27/05/2018;19.680,93;Decrição produto 5110
20/10/2018;48.817,30;Decrição produto 4680
18/07/2018;92.148,0;Decrição produto 1821
22/12/2018;31.862,50;Decrição produto 1241
30/03/2019;31.821,65;Decrição produto 5176
19/05/2019;68.853,76;Decrição produto 3852
06/05/2019;72.221,44;Decrição produto 6684
03/10/2018;85.127,78;Decrição produto 9380
06/02/2019;92.287,18;Decrição produto 1834
18/10/2018;85.838,59;Decrição produto 4185
30/06/2018;12.408,68;Decrição produto 9795
29/12/2018;30.315,25;Decrição produto 1593
25/12/2018;32.751,6;Decrição produto 9115
27/10/2018;87.425,46;Decrição produto 2603
26/12/2018;14.257,48;Decrição produto 4564
28/09/2018;4.133,96;Decrição produto 8614
02/06/2018;62.474,96;Decrição produto 5965
23/04/2019;95.858,80;Decrição produto 2212
27/06/2019;98.913,67;Decrição produto 6315
26/07/2019;9.757,93;Decrição produto 8264
24/06/2018;76.412,62;Decrição produto 8321
24/12/2018;57.936,47;Decrição produto 5388
05/01/2019;85.934,45;Decrição produto 3579
21/11/2018;57.321,14;Decrição produto 9412
16/05/2018;71.610,16;Decrição produto 2907
08/10/2018;72.775,7;Decrição produto 1149
10/11/2018;85.844,80;Decrição produto 4040
14/03/2019;78.285,93;Decrição produto 4005
12/07/2019;41.421,17;Decrição produto 4691
04/01/2019;29.148,89;Decrição produto 5876
20/06/2018;53.972,50;Decrição produto 8126
17/03/2019;41.855,78;Decrição produto 5679
19/02/2019;65.964,98;Decrição produto 7864
28/06/2018;16.463,98;Decrição produto 8792
24/03/2019;85.103,41;Decrição produto 8190
23/11/2018;14.410,72;Decrição produto 2485
14/06/2018;50.695,3;Decrição produto 1093
27/12/2018;98.614,65;Decrição produto 5498
21/08/2019;67.138,33;Decrição produto 2149
16/08/2019;69.719,35;Decrição produto 7289
05/08/2019;63.747,26;Decrição produto 2317
28/10/2018;40.874,60;Decrição produto 9651
05/02/2019;87.979,49;Decrição produto 2333
15/04/2019;99.752,94;Decrição produto 3072
23/05/2018;72.132,51;Decrição produto 0524
05/06/2018;89.880,99;Decrição produto 9503
19/11/2018;17.539,81;Decrição produto 6591
12/10/2018;84.419,8;Decrição produto 4696
17/03/2019;26.168,95;Decrição produto 4248
14/02/2019;10.770,29;Decrição produto 3159
06/12/2018;6.911,0;Decrição produto 8175
16/05/2019;69.511,97;Decrição produto 5592
18/05/2019;34.948,4;Decrição produto 0961
02/02/2019;73.125,27;Decrição produto 6955
31/08/2018;58.917,61;Decrição produto 9111
18/06/2019;68.837,78;Decrição produto 5234
20/06/2018;58.837,56;Decrição produto 5044
01/12/2018;86.316,49;Decrição produto 9733
06/10/2018;85.196,71;Decrição produto 7929
18/10/2018;0.276,51;Decrição produto 4740
29/08/2018;75.904,55;Decrição produto 4516
09/05/2019;4.179,83;Decrição produto 5481
02/09/2019;51.486,77;Decrição produto 4825
19/09/2018;74.821,72;Decrição produto 4466
03/09/2019;52.957,22;Decrição produto 0693
28/01/2019;70.703,6;Decrição produto 9212
27/10/2018;56.589,24;Decrição produto 4579
11/01/2019;27.202,86;Decrição produto 8612
21/12/2018;81.676,4;Decrição produto 6359
10/06/2019;48.516,31;Decrição produto 0713
07/10/2018;33.753,10;Decrição produto 4238
01/06/2019;88.438,79;Decrição produto 1276
10/09/2019;15.354,42;Decrição produto 5700
18/08/2019;77.702,55;Decrição produto 5696
21/03/2019;31.617,90;Decrição produto 2016
08/07/2018;87.529,15;Decrição produto 5007
08/09/2019;84.370,29;Decrição produto 6058
08/05/2018;11.914,73;Decrição produto 8257
28/08/2018;93.778,75;Decrição produto 7526
05/02/2019;7.667,49;Decrição produto 0541
15/03/2019;59.348,26;Decrição produto 0036
28/06/2018;87.197,0;Decrição produto 8063
30/03/2019;35.942,80;Decrição produto 3269
14/08/2018;53.912,77;Decrição produto 7602
26/08/2018;75.568,4;Decrição produto 6351
20/06/2018;79.650,14;Decrição produto 8144
28/07/2019;57.860,48;Decrição produto 4421
01/09/2019;70.505,92;Decrição produto 9630
16/07/2019;18.642,53;Decrição produto 9690
18/05/2019;91.161,36;Decrição produto 6305
04/05/2019;82.469,38;Decrição produto 8187
31/08/2019;1.747,18;Decrição produto 8518
16/01/2019;85.105,68;Decrição produto 5479
13/07/2019;19.790,72;Decrição produto 2886
08/09/2018;56.861,60;Decrição produto 4574
20/09/2018;90.690,96;Decrição produto 2150
09/11/2018;44.277,36;Decrição produto 4863
24/05/2018;30.395,71;Decrição produto 9683
22/03/2019;82.296,65;Decrição produto 3056
19/09/2018;35.352,17;Decrição produto 6173
30/05/2019;45.379,73;Decrição produto 9511
06/08/2019;21.948,47;Decrição produto 8161
08/10/2018;86.713,6;Decrição produto 0740
06/02/2019;68.347,86;Decrição produto 2832
24/12/2018;22.210,99;Decrição produto 1568
06/08/2018;86.230,30;Decrição produto 6313
08/06/2018;18.791,18;Decrição produto 0218
11/01/2019;11.436,15;Decrição produto 7212
13/03/2019;43.285,27;Decrição produto 2386
03/02/2019;98.243,6;Decrição produto 1079
19/08/2018;54.484,13;Decrição produto 2367
25/02/2019;36.517,53;Decrição produto 7340
20/09/2018;86.971,92;Decrição produto 1399
01/09/2019;55.992,25;Decrição produto 2083
02/03/2019;61.390,77;Decrição produto 4623
25/05/2018;13.888,13;Decrição produto 0818
28/07/2019;73.325,67;Decrição produto 2713
06/10/2018;56.420,56;Decrição produto 9020
30/07/2018;32.733,61;Decrição produto 3550
31/07/2019;59.890,68;Decrição produto 9706
15/12/2018;70.180,51;Decrição produto 6092
15/11/2018;88.316,46;Decrição produto 5689
08/06/2019;22.872,90;Decrição produto 8052
07/09/2018;92.623,53;Decrição produto 8993
10/05/2019;81.793,6;Decrição produto 9103
18/10/2018;50.397,89;Decrição produto 3328
26/06/2019;61.836,89;Decrição produto 3173
06/11/2018;17.731,63;Decrição produto 8037
24/06/2019;79.648,18;Decrição produto 3549
18/11/2018;65.642,77;Decrição produto 7848
08/09/2018;18.914,36;Decrição produto 9381
18/03/2019;44.903,12;Decrição produto 4648
06/10/2018;84.682,26;Decrição produto 5501
24/10/2018;76.700,78;Decrição produto 6393
28/07/2019;62.607,76;Decrição produto 5525
01/01/2019;25.283,73;Decrição produto 1244
08/06/2018;67.759,23;Decrição produto 3876
30/08/2019;69.427,15;Decrição produto 1976
28/04/2019;69.157,21;Decrição produto 3907
06/08/2018;91.114,61;Decrição produto 0413
03/06/2019;7.490,68;Decrição produto 7718
06/03/2019;94.678,19;Decrição produto 0587
03/01/2019;21.907,6;Decrição produto 8813
24/08/2018;67.456,61;Decrição produto 4443
11/08/2019;4.424,27;Decrição produto 6942
14/01/2019;3.747,84;Decrição produto 8154
26/08/2019;30.909,90;Decrição produto 5257
28/08/2018;81.500,74;Decrição produto 9802
06/08/2019;9.905,97;Decrição produto 6844
17/06/2018;61.746,52;Decrição produto 0636
14/04/2019;87.228,86;Decrição produto 2537
29/08/2018;39.101,77;Decrição produto 7701
14/07/2018;65.386,16;Decrição produto 4043
03/08/2019;66.633,14;Decrição produto 1935
09/09/2019;24.155,76;Decrição produto 3844
14/08/2019;59.912,30;Decrição produto 8359
26/05/2019;56.333,34;Decrição produto 4237
21/02/2019;94.381,19;Decrição produto 2348
13/03/2019;75.411,66;Decrição produto 7165
06/08/2019;98.831,40;Decrição produto 2582
12/03/2019;65.161,76;Decrição produto 1179
15/06/2018;14.966,9;Decrição produto 1728
05/10/2018;91.169,68;Decrição produto 0797
20/12/2018;54.830,35;Decrição produto 4621
16/11/2018;26.630,88;Decrição produto 1517
22/05/2019;2.979,35;Decrição produto 3880
04/01/2019;95.411,68;Decrição produto 3408
10/09/2018;24.679,50;Decrição produto 8851
23/11/2018;42.318,30;Decrição produto 7625
20/08/2019;54.449,20;Decrição produto 2902
29/04/2019;16.459,73;Decrição produto 4912
27/02/2019;24.937,69;Decrição produto 4958
18/09/2018;28.538,5;Decrição produto 6889
21/11/2018;7.933,88;Decrição produto 7479
02/02/2019;15.420,63;Decrição produto 6784
02/08/2018;2.285,12;Decrição produto 5759
09/05/2019;63.739,55;Decrição produto 2497
30/01/2019;17.763,13;Decrição produto 1153
02/08/2018;45.308,54;Decrição produto 2630
18/10/2018;30.204,34;Decrição produto 0955
04/05/2019;60.951,54;Decrição produto 8888
28/05/2018;8.341,21;Decrição produto 0229
30/12/2018;9.454,30;Decrição produto 7233
21/07/2018;95.715,70;Decrição produto 0098
08/09/2019;29.340,19;Decrição produto 7798
31/05/2019;41.696,53;Decrição produto 5858
20/06/2019;6.435,93;Decrição produto 4161
22/06/2018;75.784,68;Decrição produto 5850
04/01/2019;43.680,10;Decrição produto 8038
16/07/2019;45.144,56;Decrição produto 3036
09/11/2018;86.880,17;Decrição produto 0200
18/05/2019;82.205,20;Decrição produto 2675
24/07/2019;99.631,60;Decrição produto 9262
25/03/2019;7.122,15;Decrição produto 7899
26/12/2018;95.592,64;Decrição produto 7572
11/04/2019;88.173,23;Decrição produto 3615
11/07/2019;54.665,42;Decrição produto 9200
25/09/2018;38.395,3;Decrição produto 4055
20/05/2018;37.230,28;Decrição produto 6340
01/09/2018;98.407,78;Decrição produto 4445
17/02/2019;54.830,13;Decrição produto 3533
11/08/2019;19.619,35;Decrição produto 2393
24/05/2018;82.164,15;Decrição produto 0389
29/03/2019;66.685,87;Decrição produto 1363
31/12/2018;48.121,80;Decrição produto 0694
23/10/2018;76.849,24;Decrição produto 1778
07/06/2018;88.255,28;Decrição produto 6805
05/06/2019;34.651,80;Decrição produto 8252
05/05/2019;50.281,83;Decrição produto 8082
29/01/2019;92.810,26;Decrição produto 6722
01/12/2018;25.201,45;Decrição produto 7637
26/02/2019;69.884,44;Decrição produto 2326
22/03/2019;74.303,57;Decrição produto 1134
19/04/2019;4.513,17;Decrição produto 7700
17/07/2018;36.330,1;Decrição produto 4888
21/06/2019;77.630,4;Decrição produto 4453
26/03/2019;99.484,24;Decrição produto 2601
18/01/2019;98.464,51;Decrição produto 5801
11/03/2019;60.370,23;Decrição produto 4106
16/07/2018;92.184,84;Decrição produto 2131
10/10/2018;82.580,14;Decrição produto 8175
16/11/2018;28.405,87;Decrição produto 5544
22/12/2018;31.957,92;Decrição produto 0651
08/07/2019;86.657,54;Decrição produto 1386
21/11/2018;2.613,0;Decrição produto 6003
02/10/2018;30.665,35;Decrição produto 9181
01/02/2019;60.929,31;Decrição produto 2630
14/09/2018;21.934,7;Decrição produto 2648
25/01/2019;46.717,72;Decrição produto 4569
15/04/2019;51.593,1;Decrição produto 5884
08/09/2019;14.584,87;Decrição produto 9563
14/05/2019;64.958,2;Decrição produto 6232
20/07/2019;1.836,79;Decrição produto 6819
25/11/2018;95.156,96;Decrição produto 2191
29/07/2019;95.327,87;Decrição produto 9355
15/05/2019;42.546,78;Decrição produto 8117
09/11/2018;72.354,63;Decrição produto 9853
26/07/2018;29.913,82;Decrição produto 2081
23/09/2018;86.326,59;Decrição produto 9061
12/08/2019;81.441,85;Decrição produto 8729
23/06/2019;70.516,66;Decrição produto 3139
31/03/2019;2.550,40;Decrição produto 4736
08/08/2019;69.243,61;Decrição produto 5143
03/08/2018;80.153,7;Decrição produto 9607
16/05/2019;75.336,90;Decrição produto 2927
23/02/2019;40.529,64;Decrição produto 3821
01/12/2018;45.774,15;Decrição produto 1962
16/08/2019;26.993,24;Decrição produto 0106
25/06/2019;28.751,92;Decrição produto 6732
30/08/2019;82.751,9;Decrição produto 7674
24/11/2018;66.611,92;Decrição produto 5358
05/09/2018;14.686,98;Decrição produto 8362
02/04/2019;65.715,23;Decrição produto 7561
04/03/2019;32.573,42;Decrição produto 1727
10/06/2018;26.896,21;Decrição produto 3428
27/02/2019;40.171,71;Decrição produto 8989
17/06/2019;45.122,12;Decrição produto 1043
17/04/2019;76.700,1;Decrição produto 9427
15/06/2018;50.860,43;Decrição produto 1031
04/09/2019;51.566,38;Decrição produto 8721
01/01/2019;19.204,34;Decrição produto 5889
02/10/2018;33.265,41;Decrição produto 1388
04/06/2018;77.463,28;Decrição produto 6025
01/08/2019;68.858,91;Decrição produto 5790
16/08/2019;93.335,49;Decrição produto 6655
26/05/2018;66.488,87;Decrição produto 9203
07/04/2019;98.487,97;Decrição produto 7243
23/12/2018;53.226,88;Decrição produto 5158
08/01/2019;67.847,23;Decrição produto 4755
24/10/2018;75.240,40;Decrição produto 8106
24/12/2018;46.158,61;Decrição produto 4499
06/02/2019;85.221,79;Decrição produto 5732
13/03/2019;43.899,96;Decrição produto 4347
08/05/2018;46.386,4;Decrição produto 8857
20/07/2019;34.374,47;Decrição produto 1865
15/09/2018;81.470,1;Decrição produto 6958
16/08/2019;94.594,49;Decrição produto 6842
12/08/2018;20.434,54;Decrição produto 5588
03/10/2018;53.366,58;Decrição produto 8491
23/08/2018;15.424,78;Decrição produto 4876
01/01/2019;90.162,24;Decrição produto 7703
11/05/2019;24.850,55;Decrição produto 4102
20/08/2019;69.362,41;Decrição produto 9391
11/05/2018;34.358,90;Decrição produto 2330
10/06/2019;6.465,20;Decrição produto 7607
20/08/2019;71.723,28;Decrição produto 1526
11/05/2018;34.328,76;Decrição produto 2647
19/01/2019;64.784,31;Decrição produto 2923
12/06/2018;45.625,91;Decrição produto 9075
27/07/2018;78.107,98;Decrição produto 1077
04/07/2018;68.808,23;Decrição produto 2600
27/05/2019;91.611,83;Decrição produto 8522
02/08/2018;59.496,78;Decrição produto 3494
24/03/2019;65.595,68;Decrição produto 8381
15/05/2018;55.174,99;Decrição produto 0295
05/05/2018;95.983,0;Decrição produto 0826
03/02/2019;82.105,90;Decrição produto 2960
03/03/2019;35.273,54;Decrição produto 1589
01/05/2019;1.215,58;Decrição produto 1216
